"content","date","Type_of_communication","link","title"
"Jevtana (cabazitaxel) - Potential for Medication Errors During Preparation Leading to Overdose - Notice to Hospitals   This is duplicated text of a letter from sanofi-aventis Canada Inc. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories...","
									2014-01-10								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37455a-eng.php","Jevtana (cabazitaxel) - Potential for Medication Errors During Preparation Leading to Overdose - Notice to Hospitals"
"Jevtana (cabazitaxel) - Potential for Medication Errors During Preparation Leading to Overdose - For Health Professionals   This is duplicated text of a letter from sanofi-aventis Canada Inc. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories...","
									2014-01-10								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37453a-eng.php","Jevtana (cabazitaxel) - Potential for Medication Errors During Preparation Leading to Overdose - For Health Professionals"
"Sublinox (zolpidem tartrate) - New Dosage Recommendations to Minimize Risk of Next-Day Impairment in Both Women and Men - For the Public   This is duplicated text of a letter from Valeant Canada. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories...","
									2014-01-03								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37417a-eng.php","Sublinox (zolpidem tartrate) - New Dosage Recommendations to Minimize Risk of Next-Day Impairment in Both Women and Men - For the Public"
"Sublinox (zolpidem tartrate) - New Dosage Recommendations to Minimize Risk of Next-Day Impairment in Both Women and Men - For Health Professionals   This is duplicated text of a letter from Valeant Canada. Contact the company for a copy of any references, attachments or enclosures. Notice about Health...","
									2014-01-03								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37415a-eng.php","Sublinox (zolpidem tartrate) - New Dosage Recommendations to Minimize Risk of Next-Day Impairment in Both Women and Men - For Health Professionals"
"Revlimid (lenalidomide) - Risk of Liver Problems - For the Public   This is duplicated text of a letter from Celgene Inc. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories PUBLIC COMMUNICATION - Health Canada Endorsed Important Safety Information...","
									2013-12-27								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37385a-eng.php","Revlimid (lenalidomide) - Risk of Liver Problems - For the Public"
"Revlimid (lenalidomide) - Risk of Liver Problems - For Health Professionals   This is duplicated text of a letter from Celgene Inc. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories Health Canada Endorsed Important Safety Information on...","
									2013-12-27								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37383a-eng.php","Revlimid (lenalidomide) - Risk of Liver Problems - For Health Professionals"
"CO Fluvoxamine (2013-12-24) Recalled Products  CO Fluvoxamine  Foreign tablets (CO Ciprofloxacin 500 mg) found in bottles of Fluvoxamine 100 mg.  Pharmacies.    CO Fluvoxamine  DIN 02255537 Tablet 100 mg...","
									2013-12-24								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37411r-eng.php","CO Fluvoxamine (2013-12-24)"
"If you have a known allergy to ciprofloxacin you should stop taking the medication and confirm with a healthcare practitioner whether it is from an affected lot. Otherwise do not stop using Co-Fluvoxamine unless advised to do so by your healthcare practitioner. Report any adverse events using this product...","
									2013-12-24								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37389a-eng.php","Cobalt Pharmaceuticals recalls one lot of its anti-depressant Co-Fluvoxamine (100 mg tablet): potential serious risk to health"
"Clindamycin Injection SDZ (2013-12-23) Recalled Products  Clindamycin Injection SDZ  The three affected lots yielded out-of-specification stability test results at the 12 month time point.  Hospitals and pharmacies in Canada    Clindamycin Injection SDZ DIN 02385716 Solution for injection 150 mg/mL...","
									2013-12-23								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37409r-eng.php","Clindamycin Injection SDZ (2013-12-23)"
"Solu-Medrol 1G solvent 8mL Act-O-Vial (2013-12-23) Recalled Products  Solu-Medrol 1G solvent 8mL Act-O-Vial  Out-of-specification result obtained for solubility test for stability lots stored at 25°C / 75 % RH and 30°C / 75 % RH. The specification for solubility of NMT 60s was exceeded. Investigation...","
									2013-12-23								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37407r-eng.php","Solu-Medrol 1G solvent 8mL Act-O-Vial (2013-12-23)"
"Phenytoin Sodium Injection USP 50 mg/mL - Potential for Particulate Matter in 2 mL and 5 mL Vials - For Health Professionals   This is duplicated text of a letter from Sandoz Canada Inc. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories...","
									2013-12-19								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37369a-eng.php","Phenytoin Sodium Injection USP 50 mg/mL - Potential for Particulate Matter in 2 mL and 5 mL Vials - For Health Professionals"
"Methotrexate Sodium Injection 25 mg/mL (2mL) - Recall Due to Possible Presence of Cracked Vials - For the Public   This is duplicated text of a letter from Teva Canada Limitée. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories  Public...","
									2013-12-18								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37319a-eng.php","Methotrexate Sodium Injection 25 mg/mL (2mL) - Recall Due to Possible Presence of Cracked Vials - For the Public"
"Methotrexate Sodium Injection 25 mg/mL (2mL) – Recall Due to Possible Presence of Cracked Vials - For Health Professionals   This is duplicated text of a letter from Teva Canada Limited. Contact the company for a copy of any references, attachments or enclosures.   Notice about Health Canada advisories...","
									2013-12-18								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37315a-eng.php","Methotrexate Sodium Injection 25 mg/mL (2mL) – Recall Due to Possible Presence of Cracked Vials - For Health Professionals"
"Diltiazem CD (2013-12-17) Recalled products   Diltiazem CD  6 month stability testing for dissolution failed specification of 75% at 30 hours. The actual result was 74v% at 30 hours.  Wholesalers and pharmacies across Canada    A. Diltiazem CD DIN 02400456 Capsules  240 mg...","
									2013-12-17								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37485r-eng.php","Diltiazem CD (2013-12-17)"
"Apo-Diltiaz CD (2013-12-17) Recalled products   Apo-Diltiaz CD 180 mg  Apo-Diltiaz CD 240 mg  Apo-Diltiaz CD 120 mg  Dissolution may not meet specification for 30 hours timepoint over shelf-life.  Wholesalers/distributors and retailers in Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland...","
									2013-12-17								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37405r-eng.php","Apo-Diltiaz CD (2013-12-17)"
"Methotrexate (2013-12-13) Recalled Products  Methotrexate   Product lots are being recalled due to the potential for cracks in the neck area of the glass container.  Wholesale, Retail and Hospital.  Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland, Ontario, Quebec, Saskatchewan.   ...","
									2013-12-13								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37381r-eng.php","Methotrexate (2013-12-13)"
"Teva-Galantamine ER (2013-12-12) Recalled Products  Teva-Galantamine ER  Potential for product to not meet its stability dissolution specifications.  Retailers in Alberta, British Columbia, Saskatchewan, Manitoba, Ontario, Quebec, Newfoundland, New Brunswick, Nova Scotia.    Teva-Galantamine ER  DIN...","
									2013-12-12								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37377r-eng.php","Teva-Galantamine ER (2013-12-12)"
"Pantoprazole (2013-12-11) Recalled products   Pantoprazole   The firm Sivem Pharmaceuticals ULC was informed by its manufacturer of an out-of-specification result from dissolution testing after 3 months of stability for lot KN6491. The cause was associated with a power failure that occurred during...","
									2013-12-11								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37391r-eng.php","Pantoprazole (2013-12-11)"
"Folic Acid Injection, USP, 5 mg/mL, 10 mL (2013-12-10 Recalled Products  Folic Acid Injection, USP, 5 mg/mL, 10 mL  OOS result for impurities at the 15 month time point.  Product was distributed to 7 hopsitals in British Columbia, Alberta, and Quebec.    Folic Acid Injection, USP, 5 mg/mL, 10 mL No Market...","
									2013-12-10								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37375r-eng.php","Folic Acid Injection, USP, 5 mg/mL, 10 mL (2013-12-10"
"XELODA (capecitabine) - Risk of Severe Skin Reactions - For the Public   This is duplicated text of a letter from Hoffmann-La Roche Limited. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories Public Communication - Health Canada Endorsed...","
									2013-12-03								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37049a-eng.php","XELODA (capecitabine) - Risk of Severe Skin Reactions - For the Public"
"XELODA (capecitabine) - Risk of Severe Skin Reactions - For Health Professionals   This is duplicated text of a letter from Hoffmann-La Roche Limited. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories Health Canada Endorsed Important Safety...","
									2013-12-03								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37047a-eng.php","XELODA (capecitabine) - Risk of Severe Skin Reactions - For Health Professionals"
"Marcaine 0.5%, Marcaine E 0.25% and 0.5% - EXPANDED Recall of 5 additional lots due to the possibility of embedded particles in the glass vial - Notice to hospitals   This is duplicated text of a letter from Hospira Healthcare Corporation. Contact the company for a copy of any references, attachments...","
									2013-11-30								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37045a-eng.php","Marcaine 0.5%, Marcaine E 0.25% and 0.5% - EXPANDED Recall of 5 additional lots due to the possibility of embedded particles in the glass vial - Notice to hospitals"
"Hospira Marcaine Recall (2013-11-29) Recalled Products  A. Marcaine (5 mg/mL) B. Marcaine E (2.5 mg/mL) C. Marcaine E (5.0  mg/mL)  These batches are being recalled as a precaution; particles may be encrusted to the inside of the vials.  Wholesalers and hospitals across Canada   ,, A. Marcaine (5 mg/mL),...","
									2013-11-29								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/37109r-eng.php","Hospira Marcaine Recall (2013-11-29)"
